Date,Open,High,Low,Close,Volume,Currency,Trend,VolumeTrend,AAL,AAPL,AMT,AVY,AWK,BA,BAC,CCL,CNP,EQR,F,FOX,HFC,JNJ,MSFT,NFLX,PFE,PKG,PM,S&P500,WFC,WMT,XOM
2019-09-10,100.57,104.33,100.57,104.2,1011555,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-11,104.24,108.63,104.24,108.09,1341828,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-12,107.88,108.05,106.07,107.03,788046,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-13,107.7,109.36,107.33,108.37,790987,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-16,107.54,107.54,105.65,105.87,603368,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-17,104.49,105.29,102.98,105.02,784608,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-18,104.73,105.33,103.57,104.68,621788,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-19,104.86,105.14,103.06,103.33,682038,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-20,103.59,104.26,102.43,102.84,964093,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-23,102.25,104.11,101.38,103.73,561182,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-24,104.38,104.55,102.9,103.3,617523,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-25,103.33,105.53,103.04,105.31,662153,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-26,105.45,105.45,103.56,104.54,477817,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-27,105.05,106.1,104.79,105.6,526092,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-30,105.26,106.42,105.26,106.1,633965,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-01,107.0,107.02,102.67,102.79,521943,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-02,102.29,103.18,101.64,102.35,1278638,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-03,101.97,102.75,100.54,102.48,837307,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-04,102.42,103.88,102.42,103.33,564775,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-07,103.01,104.48,102.94,103.71,652744,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-08,102.66,103.02,101.82,102.14,792886,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-09,103.32,104.17,103.08,103.59,698727,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-10,103.92,106.29,103.92,106.03,701329,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-11,107.43,110.35,107.37,109.32,1018380,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-14,109.26,109.26,107.22,107.26,789096,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-15,107.5,107.95,107.04,107.16,473994,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-16,107.18,108.15,106.6,106.82,708436,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-17,106.99,107.65,106.0,106.41,677225,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-18,106.11,108.59,106.11,108.22,624729,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-21,109.22,109.87,108.3,108.49,732993,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-22,108.43,109.47,107.91,108.58,637414,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-23,108.5,111.23,108.5,110.06,1275155,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-24,109.43,110.26,105.52,108.52,1329278,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-25,108.46,111.16,108.46,110.93,558256,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-28,111.36,112.72,111.36,112.51,849849,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-29,111.76,112.7,111.04,111.58,555187,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-30,111.35,111.39,109.36,110.43,752631,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-31,110.28,111.09,108.39,109.46,618351,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-01,110.4,111.36,109.67,111.31,586573,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-04,111.98,112.55,110.79,112.06,946046,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-05,112.23,113.68,111.93,113.23,920453,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-06,113.13,113.13,111.4,112.36,556010,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-07,112.86,113.44,111.75,112.95,642936,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-08,112.81,113.95,112.25,113.9,683160,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-11,113.27,114.12,113.01,113.65,440504,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-12,113.67,114.78,112.88,113.71,437514,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-13,113.49,113.72,112.61,112.77,651497,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-14,112.49,113.6,112.15,112.92,570132,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-15,113.05,113.34,112.19,112.65,485976,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-18,113.0,113.76,112.21,113.67,543385,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-19,113.79,113.83,112.84,113.68,547627,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-20,113.44,113.44,111.61,112.12,483098,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-21,111.91,112.11,110.36,110.67,555728,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-22,111.23,111.77,110.23,110.87,451010,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-25,111.2,112.84,110.72,111.86,518857,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-26,111.01,112.62,110.56,112.46,1136839,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-27,112.76,112.84,111.52,112.07,762971,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-29,112.18,112.26,111.68,111.9,297790,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-02,112.06,112.56,110.95,111.03,526957,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-03,109.98,110.78,108.58,110.74,702222,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-04,111.11,112.81,110.84,111.18,761373,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-05,111.69,112.54,110.98,112.36,530919,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-06,113.33,113.96,113.06,113.29,496254,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-09,113.51,113.78,112.91,113.54,545659,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-10,111.55,112.35,111.16,111.36,720638,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-11,111.93,112.37,111.49,111.56,569461,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-12,111.96,113.41,111.19,112.18,854473,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-13,112.08,112.53,110.59,111.04,579313,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-16,112.12,112.18,109.72,110.01,1105519,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-17,110.3,112.72,110.3,112.31,808517,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-18,112.14,112.26,111.3,111.78,526338,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-19,111.81,112.63,111.14,111.67,644148,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-20,112.14,112.59,111.63,112.43,1990107,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-23,112.39,113.06,111.68,113.04,442410,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-24,113.07,113.1,111.97,112.27,153927,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-26,112.35,112.35,111.73,112.23,187950,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-27,112.51,112.64,111.59,111.77,323530,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-30,111.68,112.03,111.06,111.72,409334,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-31,111.6,112.12,111.24,111.99,367263,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-02,112.89,112.89,110.36,110.72,856829,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-03,109.48,110.2,109.01,109.22,844722,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-06,108.77,109.0,105.9,105.97,1051469,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-07,104.94,105.37,103.55,104.85,1285243,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-08,104.93,106.0,104.13,105.72,691723,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-09,106.02,106.46,104.94,105.03,850534,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-10,105.4,106.57,105.08,105.68,688943,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-13,105.82,107.4,105.45,107.34,957416,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-14,107.58,108.98,106.05,106.65,984089,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-15,106.26,108.26,105.88,108.24,739901,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-16,108.71,109.93,107.99,109.08,577764,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-17,109.23,109.97,108.7,109.04,754010,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-21,106.79,107.06,103.65,106.09,1380682,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-22,106.64,107.28,106.16,106.3,585369,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-23,105.78,107.47,104.92,107.06,417976,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-24,106.71,106.71,104.9,105.65,756377,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-27,103.85,104.78,103.56,104.04,643077,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-28,104.76,104.76,103.42,104.4,784770,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-29,104.75,105.99,103.93,104.94,1114561,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-30,98.15,102.39,97.11,99.62,2457347,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-31,98.17,98.22,95.0,95.75,1763638,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-03,96.28,97.61,95.57,97.15,1455778,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-04,98.44,99.84,98.11,99.47,1005171,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-05,101.1,103.87,101.1,103.81,1009695,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-06,104.41,104.62,103.32,104.33,847037,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-07,103.68,103.82,101.24,101.38,528725,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-10,100.91,101.78,100.28,100.57,642836,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-11,101.16,103.38,100.8,102.6,553663,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-12,103.06,103.34,101.72,101.75,473342,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-13,101.08,101.27,99.77,99.98,546609,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-14,100.04,100.48,98.8,98.94,432048,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-18,98.71,99.56,97.62,99.32,978142,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-19,99.71,100.24,98.13,98.93,846239,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-20,98.65,100.21,98.34,99.1,1019265,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-21,99.17,102.42,98.79,102.36,1056721,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-24,100.36,100.63,98.43,98.94,1241320,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-25,99.3,99.3,94.21,94.28,969138,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-26,95.35,97.39,94.18,94.21,770310,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-27,92.75,96.77,91.92,91.92,1377317,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-28,89.5,91.33,88.37,90.62,1237670,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-02,91.27,94.81,89.16,94.8,965083,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-03,93.9,94.96,89.64,90.9,1339073,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-04,92.07,94.3,91.14,93.92,1330866,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-05,90.71,92.03,90.22,91.01,852408,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-06,88.02,91.13,87.91,90.78,978428,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-09,85.95,86.94,83.16,85.04,1256024,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-10,88.13,90.67,85.53,90.08,1218539,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-11,87.89,88.05,83.61,85.37,1197993,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-12,79.11,79.72,71.05,77.42,1324383,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-13,81.79,86.11,79.88,84.36,1506264,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-16,74.24,83.92,72.75,80.97,1189165,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-17,82.65,94.37,82.15,93.74,1727773,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-18,87.29,97.13,85.69,91.03,1359040,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-19,91.18,94.0,82.8,88.46,1371408,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-20,88.43,89.22,81.05,85.88,1575269,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-23,84.05,85.47,74.27,76.22,1680758,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-24,80.79,81.36,77.02,79.58,1383997,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-25,79.15,83.59,76.98,79.83,1239634,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-26,80.57,88.11,80.57,87.27,1004051,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-27,82.84,87.79,82.84,86.09,729259,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-30,86.91,91.32,86.15,90.76,844490,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-31,90.56,91.06,86.2,86.83,1265265,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-01,83.77,87.51,83.21,83.9,1368725,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-02,83.05,86.73,82.56,83.96,1716532,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-03,83.03,85.29,80.17,80.51,1147863,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-06,83.4,86.15,82.01,85.43,1079786,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-07,87.76,88.91,84.54,85.0,909680,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-08,85.53,88.86,84.4,87.84,747649,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-09,88.72,91.75,88.69,90.46,1152410,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-13,88.82,90.0,87.19,88.86,748101,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-14,91.1,91.25,87.54,88.5,731229,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-15,86.36,86.68,83.97,85.55,861067,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-16,86.08,86.31,83.14,85.18,695675,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-17,87.18,92.0,86.8,90.84,1104918,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-20,87.86,88.96,86.04,86.12,815681,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-21,84.15,86.11,84.04,85.68,575171,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-22,87.09,87.5,85.26,85.55,566846,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-23,85.74,87.65,85.57,86.14,445814,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-24,87.26,87.3,85.0,85.99,604668,USD,Negative,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-27,86.48,90.66,86.16,90.16,1058985,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-28,93.96,99.0,91.4,98.29,1668994,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-29,100.32,101.7,97.77,100.2,945186,USD,Positive,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-30,98.2,98.78,95.77,96.65,687134,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-01,95.23,95.27,93.5,94.75,503725,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-04,94.41,95.95,91.66,95.78,1060740,USD,Positive,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-05,96.46,96.79,93.44,93.48,878792,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-06,94.05,95.94,93.03,93.48,563839,USD,Negative,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
