Date,Open,High,Low,Close,Volume,Currency,Trend,VolumeTrend,AAL,AAPL,AMT,AVY,AWK,BA,BAC,CCL,CNP,EQR,F,FOX,HFC,JNJ,MSFT,NFLX,PFE,PKG,PM,S&P500,WFC,WMT,XOM
2020-03-27,98.32,101.91,96.9,100.31,543305,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,100.97,105.09,97.63,104.77,657327,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,102.96,104.45,100.94,101.87,1230207,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,98.02,99.84,95.18,95.93,809170,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,94.99,100.83,93.99,95.9,794649,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,94.8,98.59,93.29,93.61,827751,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,98.96,102.15,97.67,100.42,660950,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,103.5,107.62,100.7,104.16,691750,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,105.56,110.71,104.37,110.21,544321,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,110.94,116.67,110.94,115.03,688769,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,114.15,114.98,108.03,108.78,580386,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,111.0,112.87,109.89,110.53,376218,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,106.82,108.63,105.71,106.98,425799,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,107.66,108.35,101.66,104.68,539790,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,107.24,110.0,106.36,109.36,405585,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,107.85,107.85,104.41,104.9,370727,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,102.76,103.73,101.82,103.26,506497,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,104.46,106.28,103.47,105.37,429723,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,106.5,108.94,106.17,106.73,494153,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,108.04,109.19,106.13,108.54,400617,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,108.97,114.25,107.76,114.0,470698,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,116.38,119.41,114.55,114.68,640523,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,116.37,119.55,112.18,114.16,859939,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,111.02,112.06,108.54,110.39,620721,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,108.4,108.6,105.14,108.07,469241,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,107.65,107.99,105.61,106.92,378168,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,107.57,108.37,106.14,106.49,444305,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,107.1,107.93,105.35,105.75,333546,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,107.03,107.72,103.8,104.32,628480,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,106.35,109.53,105.93,109.26,379357,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,108.16,109.3,105.46,108.81,409913,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,109.18,109.88,104.42,104.46,415786,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,104.25,105.04,101.13,102.26,551128,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,100.0,102.22,98.94,102.22,500626,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,100.82,101.32,99.32,100.48,499599,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,105.3,106.27,104.44,104.49,576113,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,103.39,104.51,102.66,102.81,380456,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,104.76,106.75,104.26,105.75,484191,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,105.17,106.0,103.38,105.91,464064,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,105.8,107.63,105.67,106.45,577680,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,109.36,112.02,108.59,111.45,615121,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,113.64,114.84,111.43,113.42,677152,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,113.86,114.03,112.02,112.19,397530,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,111.67,112.53,109.26,110.67,1155827,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,111.87,113.78,111.43,112.97,493205,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,112.95,116.37,112.91,115.57,643214,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,117.23,120.19,117.23,119.75,629372,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,117.88,119.87,117.61,118.74,432700,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,122.7,125.67,121.8,123.32,739144,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,122.95,125.55,122.95,124.61,441211,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,122.33,123.53,121.56,122.42,363288,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,122.35,122.35,119.04,121.46,656897,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,117.89,118.23,111.95,112.01,710460,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,115.98,116.95,112.0,113.5,429915,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,110.28,116.28,110.28,115.52,376149,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,119.65,119.89,115.54,116.35,547425,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,115.98,117.03,115.33,115.75,260374,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,115.14,116.55,115.14,116.47,412893,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,118.61,118.61,114.51,114.52,536527,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,112.94,114.24,112.52,113.77,403867,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,114.75,115.86,113.43,115.48,605320,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,113.95,114.69,111.99,112.29,908120,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,111.34,111.97,109.41,111.37,826873,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,111.13,112.27,109.38,109.83,1504370,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,110.7,112.92,110.56,111.94,337879,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,112.15,115.07,112.15,114.09,594901,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,114.34,114.75,112.3,114.02,492539,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,115.19,117.56,114.64,117.0,728378,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,118.71,119.11,116.75,118.18,629357,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,116.7,116.84,115.27,115.85,480318,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,115.32,115.8,112.5,112.95,673605,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,112.58,112.66,109.99,110.61,573354,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,110.8,111.84,110.0,111.04,970833,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,111.99,114.06,111.83,112.15,946118,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,112.21,115.82,111.98,115.82,784412,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,118.42,119.54,117.55,118.99,761721,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,118.89,120.52,118.41,119.42,675306,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,120.27,121.66,118.8,121.26,595378,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,120.5,121.01,119.66,119.89,310397,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,120.57,121.41,120.0,120.49,400462,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,120.25,122.2,120.25,122.2,358608,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,122.69,123.18,120.4,120.91,362815,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,121.05,122.71,119.91,120.41,1467750,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,117.67,118.18,113.7,115.86,1203814,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,116.29,118.14,116.29,117.6,968454,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,118.2,119.37,117.26,117.96,746714,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,116.86,116.86,114.6,115.13,457926,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,114.7,115.03,112.1,113.34,400274,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,113.79,114.39,112.54,112.81,480743,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,112.32,114.18,111.8,113.84,657733,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,114.47,116.82,114.47,116.09,608896,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,116.85,116.85,114.14,114.45,580864,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,113.72,115.83,113.39,115.82,379654,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,116.36,117.14,115.35,116.18,343252,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,118.0,119.91,117.86,118.35,625932,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,119.94,120.82,119.11,120.46,419588,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,118.7,119.09,117.89,118.43,366712,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,117.5,117.97,116.36,116.59,378551,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,117.43,117.43,115.43,115.86,354168,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,115.7,115.89,114.15,114.34,403330,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,115.04,116.07,113.75,114.25,312332,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-20,112.88,113.44,112.25,113.44,441538,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,113.31,115.05,112.69,114.58,360716,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,115.65,116.13,114.89,115.38,240720,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,116.1,116.3,114.44,115.91,438392,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,115.63,116.03,114.62,115.75,371072,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,115.34,117.13,115.26,116.29,349755,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,116.64,118.36,115.42,118.18,314471,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,118.18,118.18,114.65,115.39,543907,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,114.16,117.71,113.06,117.66,521804,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,117.78,121.53,117.57,121.16,553645,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,121.03,121.24,117.3,119.08,561090,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,120.42,120.69,117.65,119.08,574434,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,118.38,118.38,113.56,114.06,580746,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,114.59,117.02,114.59,116.35,439268,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,117.36,117.9,115.91,116.04,546231,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,117.23,120.82,116.91,119.79,807171,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,121.29,123.74,121.29,121.81,723735,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,123.17,128.68,123.17,128.02,956538,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,128.55,129.69,128.04,128.33,1137357,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,126.33,129.73,124.69,128.69,708755,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,128.04,128.78,124.57,125.48,741940,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,123.42,123.98,119.55,121.2,630122,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,120.91,122.53,120.91,122.01,672234,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,122.03,122.04,118.31,118.71,696042,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,118.01,119.62,116.74,117.36,606210,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,116.2,119.75,115.77,119.3,429422,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,120.76,123.86,120.53,123.01,555272,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29,123.63,125.31,123.24,124.59,662666,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,125.36,129.4,125.05,127.84,885178,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,128.71,129.5,124.35,124.65,679878,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,122.79,125.7,122.56,124.33,718287,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,125.96,128.72,125.8,128.22,770829,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,129.37,130.55,125.88,126.34,763664,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,129.41,131.33,128.75,129.56,409196,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,130.17,132.13,130.17,132.06,411728,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,133.04,133.22,130.18,130.5,469263,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,131.31,131.36,129.09,129.31,673311,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,128.9,130.41,128.9,129.44,353028,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,130.04,131.66,130.04,131.18,345842,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,129.79,133.56,129.66,132.86,419784,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,133.72,134.48,133.37,134.02,435533,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,134.12,135.81,133.53,133.74,674284,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,135.41,137.49,133.91,134.34,579232,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,134.49,145.45,134.49,142.56,1396705,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,140.4,142.44,139.17,140.87,736235,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,142.07,143.8,140.46,141.74,683119,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,140.16,140.16,137.59,139.25,379726,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,139.44,140.19,138.15,138.15,528326,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,136.18,136.92,134.7,135.15,600562,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,135.63,140.84,135.29,139.81,579491,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,138.15,140.29,136.68,138.39,550230,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,141.02,142.27,139.49,141.7,480770,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,143.66,145.99,143.6,145.21,452531,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,144.0,145.57,142.51,143.38,483012,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,145.5,148.74,145.5,147.04,348608,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,147.12,148.82,146.92,148.26,312119,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,154.0,156.72,151.2,152.35,891224,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,149.49,152.25,147.8,150.7,1172911,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,152.49,153.06,150.5,151.78,426883,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,149.98,151.31,146.65,147.62,493249,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,148.99,151.07,148.33,149.58,638159,USD,Positive,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,151.81,153.98,150.91,152.6,513566,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,151.77,152.22,149.13,149.44,556536,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,150.51,151.3,147.43,147.43,480392,USD,Negative,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,147.43,147.49,145.38,147.03,509739,USD,Negative,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,146.86,147.85,146.12,147.5,414211,USD,Positive,Negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
